Identifier	Other_Name
58097	Salmonella enterica subsp. enterica serovar Bovis-morbificans
58099	Salmonella chingola
58101	Salmonella waycross
58712	Salmonella enterica subsp. enterica serovar Anatum
70803	Salmonella minnesota
71517	Salmonella enterica subsp. enterica serovar Naestved
71517	Salmonella enterica subsp. enterica serovar Naestvet
82689	Salmonella enterica subsp. enterica serovar Muenster
82689	Salmonella enteritidis serotype muenster
90105	Salmonella enterica serovar Saintpaul
90105	Salmonella enterica subsp. enterica serovar Saint Paul
90105	Salmonella saintpaul
90370	"Bacillus typhi" Schroeter 1886
90370	"Bacterium (subgen. Eberthella) typhi" (Schroeter 1886) Buchanan 1918
90370	ATCC 19430 [[Salmonella typhi]]
90370	Bacillus typhi
90370	Bacterium (subgen. Eberthella) typhi
90370	CUETM 79.394 [[Salmonella typhi]]
90370	HAMBI 1306 [[Salmonella typhi]]
90370	NCTC 8385 [[Salmonella typhi]]
90370	Salmonella choleraesuis serovar Typhi
90370	Salmonella choleraesuis typhi
90370	Salmonella enterica ser. typhi
90370	Salmonella enterica serotype Typhi
90370	Salmonella enterica serovar Typhi
90370	Salmonella enterica subsp. enterica serovar Typhi
90370	Salmonella typhi (Schroeter 1886) Warren and Scott 1930
90370	SGSC 2666 [[Salmonella typhi]]
90370	strain Felix Ty 2 [[Salmonella typhi]]
90370	strain Ty2 [[Salmonella typhi]]
90370	Ty 2 [[Salmonella typhi]]
90371	"Bacillus typhimurium" Loeffler 1892
90371	"Salmonella typhi-murium" (sic) (Loeffler 1892) Castellani and Chalmers 1919
90371	ATCC 13311 [[Salmonella typhimurium]]
90371	Bacillus typhimurium
90371	CIP 58.58 [[Salmonella typhimurium]]
90371	JCM 1652 [[Salmonella typhimurium]]
90371	NCTC 74 [[Salmonella typhimurium]]
90371	Salmonella choleraesuis serotype typhimurium
90371	Salmonella enterica 1,4,[5],12,:i:1,2
90371	Salmonella enterica ser. typhimurium
90371	Salmonella enterica serotype Typhimurium
90371	Salmonella enterica serovar Typhimurium
90371	Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:1,2
90371	Salmonella enterica subsp. enterica serovar Typhimurium
90371	Salmonella typhi-murium
90371	Salmonella typhimurium (Loeffler 1892) Castellani and Chalmers 1919
90371	Samonella typhimurium
33792	Salmonella enterica subsp. enterica serovar Typhimurium SJ2353
33792	Salmonella typhimurium (strain SJ2353)
33792	Salmonella typhimurium SJ2353
33792	SJ2353
85569	Salmonella enterica subsp. enterica serovar Typhimurium DT104
85569	Salmonella enterica subsp. enterica serovar Typhimurium strain DT104
85569	Salmonella typhimurium DT104
85569	Salmonella typhimurium PT104
85569	Salmonella typhimurium str. DT104
99287	Salmonella enterica subsp. enterica serovar Typhimurium LT2
99287	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
99287	Salmonella enterica subsp. enterica serovar Typhimurium strain LT2
99287	Salmonella enterica subsp. enterica serovar Typhimurium strain LT2-LTL2
99287	Salmonella typhimurium LT2
98360	Salmonella enterica serovar Dublin
98360	Salmonella enterica subsp. enterica serovar Dublin
108619	Salmonella enterica serovar Newport
108619	Salmonella enterica subsp. enterica serovar Newport
108619	Salmonella serotype Newport
115981	Salmonella enterica serovar Montevideo
115981	Salmonella enterica subsp. enterica serovar Montevideo
117541	Salmonella ohio
119912	Salmonella choleraesuis choleraesuis
119912	Salmonella choleraesuis serovar Choleraesuis
119912	Salmonella enterica serovar Choleraesuis
119912	Salmonella enterica subsp. enterica serovar Choleraesuis var. Choleraesuis
59202	"Salmonella salamae" Le Minor et al. 1970
59202	ATCC 43972
59202	CCUG 30039
59202	CIP 8229
59202	DSM 9220
59202	NCTC 5773
59202	Salmonella choleraesuis subsp. salamae
59202	Salmonella cholerae-suis subsp. salamae
59202	Salmonella choleraesuis subsp. salamae corrig. Le Minor et al. 1985
59202	Salmonella enterica II
59202	Salmonella enterica serovar II
59202	Salmonella enterica subsp. II
59202	Salmonella enterica subsp. salamae (Le Minor et al. 1985) Le Minor and Popoff 1987
59202	Salmonella enterica subsp. Subsp. II
59202	Salmonella salamae
41517	Salmonella enterica II 58:d:z6
41517	Salmonella enterica serovar II 58:d:z6
41518	Salmonella enterica II 42:f,g,t:-
41518	Salmonella enterica II 42:f,g,t:--
41518	Salmonella enterica serovar II 42:f,g,t:--
41518	Salmonella enterica subsp. salamae serovar 42:f,g,t:-
46629	Salmonella enterica subsp. enterica serovar Sofia
46629	Salmonella sofia
59203	"Arizona arizonae" Kauffmann and Edwards 1952
59203	"Arizona hinshawii" Ewing 1969
59203	"Paracolobactrum arizonae" (Kauffmann 1940) Borman 1957
59203	"Salmonella arizona" (sic) Kauffmann 1940
59203	Arizona arizonae
59203	Arizona hinshawii
59203	ATCC 13314
59203	CCUG 6322
59203	CIP 82.30
59203	DSM 9386
59203	NCTC 8297
59203	Paracolobactrum arizonae
59203	Salmonella arizonae
59203	Salmonella choleraesuis subsp. arizonae
59203	Salmonella cholerae-suis subsp. arizonae
59203	Salmonella choleraesuis subsp. arizonae corrig. (Borman 1957) Le Minor et al. 1985
59203	Salmonella enterica IIIa
59203	Salmonella enterica serovar IIIa
59203	Salmonella enterica subsp. arizonae (Borman 1957) Le Minor and Popoff 1987
59203	Salmonella enterica subsp. enterica serovar Arizona
59203	Salmonella enterica subsp. enterica serovar Arizonae
59203	Salmonella enterica subsp. enterica serovar Salmonella Arizonae
59203	Salmonella enterica subsp. IIIa
59203	Salmonella enterica subsp. Subsp. IIIa
41514	Salmonella enterica IIIa 62:z4,z23:-
41514	Salmonella enterica IIIa 62:z4,z23:--
41514	Salmonella enterica serovar IIIa 62:z4,z23:-
41514	Salmonella enterica serovar IIIa 62:z4,z23:--
41514	Salmonella enterica subsp. arizonae serovar 62:z4,z23:-
41514	Salmonella enterica subsp. arizonae serovar 62:z4,z23:--
41515	Salmonella enterica IIIa 62:z36:-
41515	Salmonella enterica serovar IIIa 62:z36:-
41515	Salmonella enterica subsp. arizonae serovar 62:z36:--
59243	Salmonella enterica IIIa 51:z4,z23:-
59204	ATCC 43973
59204	CCUG 30040
59204	CIP 82.31
59204	DSM 14847
59204	NCTC 10060
59204	Salmonella choleraesuis subsp. diarizonae
59204	Salmonella cholerae-suis subsp. diarizonae
59204	Salmonella choleraesuis subsp. diarizonae corrig. Le Minor et al. 1985
59204	Salmonella enterica IIIb
59204	Salmonella enterica serovar IIIb
59204	Salmonella enterica subsp. diarizonae
59204	Salmonella enterica subsp. IIIb
59204	Salmonella enterica subsp. Subsp. IIIb
59242	Salmonella enterica IIIb 61:i:z
59205	"Salmonella houtenae" Le Minor et al. 1970
59205	ATCC 43974
59205	CCUG 30041
59205	CIP 82.32
59205	DSM 9221
59205	NCTC 12418
59205	Salmonella choleraesuis subsp. houtenae
59205	Salmonella cholerae-suis subsp. houtenae
59205	Salmonella choleraesuis subsp. houtenae corrig. Le Minor et al. 1985
59205	Salmonella enterica IV
59205	Salmonella enterica subsp. houtenae
59205	Salmonella enterica subsp. IV
59205	Salmonella enterica subsp. Subsp. IV
41524	Salmonella enterica IV 16:z4,z32:--
41524	Salmonella enterica serovar IV 16:z4,z32:--
58100	"Salmonella houten" Kauffmann 1962
58100	Salmonella enterica IV 43:z4,z23:-
58100	Salmonella enterica subsp. houtenae serovar 43:z4,z23:-
58100	Salmonella houten
59207	ATCC 43976
59207	CCUG 30038
59207	CIP 102501
59207	DSM 14848
59207	NCTC 12420
59207	Salmonella choleraesuis subsp. indica
59207	Salmonella enterica subsp. indica (Le Minor et al. 1987) Le Minor and Popoff 1987
59207	Salmonella enterica subsp. Subsp. VI
59207	Salmonella enterica subsp. VI
59207	Salmonella enterica VI
59207	strain K1240
59208	Salmonella enterica subsp. Subsp. VII
59208	Salmonella enterica subsp. VII
41520	Salmonella enterica serovar VII 1,40:g,z51:--
41520	Salmonella enterica VII 1,40:g,z51:-
41520	Salmonella enterica VII 1,40:g,z51:--
41521	Salmonella enterica serovar VII 40:z4,z24:--
41521	Salmonella enterica VII 40:z4,z24:-
41521	Salmonella enterica VII 40:z4,z24:--
54736	ATCC 43975
54736	CCUG 30042
54736	CIP 82.33
54736	DSM 13772
54736	NCTC 12419
54736	Salmonella bongori (Le Minor et al. 1985) Reeves et al. 1989
54736	Salmonella choleraesuis subsp. bongori
54736	Salmonella cholerae-suis subsp. bongori
54736	Salmonella choleraesuis subsp. bongori Le Minor et al. 1985
54736	Salmonella enterica subsp. bongori
54736	Salmonella enterica subsp. V
54736	Salmonella enterica V
41527	Salmonella bongori 48:z41:--
41527	Salmonella enterica serovar V 48:z41:--
41527	Salmonella enterica V 48:z41:--
59245	Salmonella bongori 66:z41:-
59245	Salmonella enterica serovar V 66:z41:--
59245	Salmonella enterica V 66:z41:--
620	Shigella Castellani and Chalmers 1919
621	ATCC 8700
621	CCUG 49022
621	CIP 82.50
621	DSM 7532
621	NCTC 12985
621	Shigella boydii Ewing 1949
622	"Bacillus dysenteriae" Shiga 1898
622	"Bacillus dysentericus" Shiga 1897
622	"Bacillus shigae" Chester 1901
622	"Eberthella dysenteriae" (Shiga 1898) Bergey et al. 1925
622	"Shigella shigae" (Chester 1901) Wilson and Miles 1946
622	ATCC 13313
622	Bacillus dysenteriae
622	Bacillus dysentericus
622	Bacillus shigae
622	CIP 57.28
622	Eberthella dysenteriae
622	Escherichia/Shigella dysenteriae
622	NCTC 4837
622	Shigella dysenteriae (Shiga 1897) Castellani and Chalmers 1919
622	Shigella dysenteriae (Shiga 1898) Castellani and Chalmers 1919
622	Shigella shigae
623	"Shigella paradysenteriae" Weldin 1927
623	ATCC 29903
623	CIP 82.48
623	DSM 4782
623	Escherichia flexneri
623	Escherichia/Shigella flexneri
623	KCTC 22192
623	KCTC:22192
623	KCTC22192
623	KCTC-22192
623	Shigella flexneri Castellani and Chalmers 1919
623	Shigella paradysenteriae
623	strain 24570
623	WDCM 00125
623	WDCM:00125
623	WDCM00125
623	WDCM-00125
41434	Shigella flexneri serotype 1b
42897	Shigella flexneri serotype 2a
624	"Bacterium sonnei" Levine 1920
624	ATCC 29930
624	Bacterium sonnei
624	CCUG 68726
624	CECT 4887
624	CIP 82.49
624	DSM 5570
624	NCTC 12984
624	Shigella sonnei (Levine 1920) Weldin 1927
702	"C 27 Group" Ferguson and Henderson 1947
702	"Fergusonia" Sebald and Vron 1963
702	C 27 Group
702	Fergusonia
702	Pleisomonas
702	Plesiomonas corrig. Habs and Schubert 1962 (Approved Lists 1980)
703	"Aeromonas shigelloides" (Bader 1954) Ewing et al. 1961
703	"Fergusonia shigelloides" (Bader 1954) Sebald and Vron 1963
703	ATCC 14029
703	CCUG 410
703	CDC 3085-55
703	CIP 63.5
703	DSM 8224
703	Fergusonia shigelloides
703	LMG 4242
703	LMG:4242
703	NCCB 80007
703	NCIB 9242
703	NCIMB 9242
703	NCTC 10360
703	Pleisomonas shigelloides
703	Plesiomonas shigelloides corrig. (Bader 1954) Habs and Schubert 1962 (Approved Lists 1980)
2341	primary symbiont of Sitophilus zeamais
2341	Sitophilus zeamais endosymbiont
2341	symbiont bacterium of Sitophilus zeamais
47938	Enterobacteriaceae environmental samples
57962	"Candidatus Phlomobacter" Zreik et al. 1998
57962	Candidatus Phlomobacter
57963	"Candidatus Phlomobacter fragariae" Zreik et al. 1998
57963	Phlomobacter fragariae
58337	'Aranicola'
58338	'Aranicola proteolyticus'
82976	Buttiauxella Ferragut et al. 1982
82977	ATCC 33320
82977	Buttiauxella agrestis Ferragut et al. 1982 emend. Muller et al. 1996
82977	CDC 1176-81
82977	CIP 80.31
82977	CUETM 77-167
82977	DSM 4586
82977	JCM 1090
82977	LMG 7861
82977	LMG:7861
82977	NCTC 12119
82977	strain Gavini F-44
82988	ATCC 51605
82988	Buttiauxella brennerae Muller et al. 1996
82988	CCUG 35509
82988	CIP 106477
82988	DSM 9396
82988	strain S1/6-571
82989	ATCC 51602
82989	Buttiauxella ferragutiae Muller et al. 1996
82989	Buttiauxella sp. A2-C2_NF
82989	CDC 1180-81
82989	CDC Enteric Group 63
82989	CIP 106355
82989	CUETM 78-31
82989	DSM 9390
82990	ATCC 51604
82990	Buttiauxella gaviniae Muller et al. 1996
82990	CCUG 35508
82990	CDC Enteric Group 64
82990	CIP 106356
82990	DSM 9393
82990	strain S1/1-984
82991	ATCC 51606
82991	Buttiauxella izardii Muller et al. 1996
82991	CCUG 35510
82991	CIP 106357
82991	DSM 9397
82991	strain S3/2-161
82992	ATCC 51607
82992	Buttiauxella noackiae Muller et al. 1996
82992	CCUG 35511
82992	CDC Enteric Group 59
82992	CIP 106358
82992	DSM 9401
82992	strain NSW 11
82993	ATCC 51608
82993	Buttiauxella warmboldiae Muller et al. 1996
82993	CCUG 35512
82993	CIP 106359
82993	DSM 9404
82993	strain NSW 326
83654	Leclercia Tamura et al. 1987
83655	"Leclercia adecarboxylata" (Leclerc 1962) Tamura et al. 1986
83655	ATCC 23216
83655	CIP 82.92
83655	DSM 5077
83655	Escherichia adecarboxylata
83655	HAMBI 1696
83655	JCM 1667
83655	Leclercia adecarboxylata (Leclerc 1962) Tamura et al. 1987
83655	Leclercia sp. H10E4
83655	Leclercia sp. H10E8
83655	Leclercia sp. H9E1a
83655	Leclercia sp. LK24
83655	LMG 2803
83655	LMG:2803
83655	NBRC 102595
83655	NCTC 13032
118884	unclassified gamma proteobacteria
2340	Solemya velum symbiont
2360	Bathymodiolus thermophilus gill symbiont
2364	Lucinoma annulata symbiont
2429	Solemya reidi symbiont
33066	Vesicomya chordata gill symbiont
33066	Vesicomya cordata endosymbiont
44081	Solemya occidentalis symbiont
45388	Lucina nassula symbiont
50034	Solemya pusilla symbiont
50035	Solemya terraeregina symbiont
54396	Riftia pachyptila endosymbiont
54398	Ridgeia piscesae endosymbiont
72600	Calyptogena kilmeri endosymbiont
72602	Calyptogena n.sp. (Florida) gill symbiont
72605	Ectenagena extent endosymbiont
72606	Vesicomya gigas endosymbiont
94783	Escarpia laminata endosymbiont
94784	Oasisia alvinae endosymbiont
94785	Tevnia jerichonana endosymbiont
113267	Bathymodiolus septemdierum thioautotophic gill symbiont
125581	Maorithyas hadalis gill thioautotophic symbiont I
54758	'Haererehalobacter'
54759	'Haererehalobacter ostenderis'
100668	'Dechloromarinus'
100761	'Dechloromarinus chlorophilus'
126824	"Protaminobacter" Den Dooren De Jong 1926
118969	Legionellaceae group
118969	Legionellales Garrity et al. 2005
444	Legionellaceae Brenner et al. 1979 (Approved Lists 1980)
445	Legionella Brenner et al. 1979 (Approved Lists 1980)
445	Sarcobium
446	ATCC 33152
446	ATCC:33152D-5
446	CCUG 9568
446	CIP 103854
446	DSM 7513
446	JCM 7571
446	Legionella pneumophila Brenner et al. 1979 (Approved Lists 1980)
446	NCTC 11192
446	strain Philadelphia 1
446	strain PHILADELPHIA 1
91890	ATCC 33737
91890	CCUG 31226 A
91890	CIP 105570
91890	DSM 7515
91890	Legionella pneumophila subsp. pascullei Brenner et al. 1989
91890	NCTC 12273
91890	strain U8W
91891	Legionella pneumophila subsp. pneumophila Brenner et al. 1979 (Approved Lists 1980)
91892	ATCC 33156
91892	CCUG 13398
91892	CIP 103858
91892	DSM 7514
91892	Legionella pneumophila subsp. fraseri Brenner et al. 1989
91892	NCTC 11233
91892	strain Los Angeles 1
447	ATCC 33217
447	CIP 103872
447	DSM 16523
447	Fluoribacter bozemanae Garrity et al. 1980
447	Legionella bozemanae corrig. (Garrity et al. 1980) Brenner et al. 1980
447	Legionella bozemanii
447	NCTC 11368
447	strain ALLO1
447	strain WIGA
448	ATCC 35303
448	CCUG 29667
448	CIP 103843
448	DSM 17644
448	JCM 7564
448	Legionella erythra Brenner et al. 1985
448	NCTC 11977
448	strain SE-32A-C8
449	ATCC 35250
449	CCUG 31232
449	CCUG 31232 A
449	CIP 103844
449	DSM 19214
449	JCM 7563
449	Legionella hackeliae Brenner et al. 1985
449	NCTC 11979
449	strain Lansing 2
450	ATCC 33462
450	CCUG 46622
450	CIP 103880
450	DSM 10572
450	Legionella longbeachae McKinney et al. 1982
450	NCTC 11477
450	strain Long Beach 4
451	ATCC 33218
451	CCUG 11882
451	CIP 103882
451	DSM 16640
451	Legionella micdadei (Garrity et al. 1980) Hebert et al. 1980
451	Legionella pittsburghensis
451	NCTC 11371
451	strain TATLOCK
451	Tatlockia micdadei Garrity et al. 1980
452	ATCC 35249
452	CCUG 29715
452	CCUG 31118
452	CIP 103850
452	DSM 19324
452	JCM 7562
452	Legionella spiritensis Brenner et al. 1985
452	NCTC 11990
452	strain Mount Saint Helens 9
452	strain Mt St Helens-9
453	ATCC 35072
453	CCUG 16417
453	CIP 103877
453	DSM 17645
453	Legionella feeleii Herwaldt et al. 1984
453	NCTC 12022
453	strain WO-44C
454	ATCC 43119
454	CCUG 31115
454	CIP 103879
454	DSM 19235
454	JCM 7560
454	Legionella israelensis Bercovier et al. 1986
454	NCTC 12010
454	strain Bercovier 4
455	ATCC 35298
455	CCUG 29669
455	CIP 103845
455	DSM 19215
455	JCM 7590
455	Legionella jamestownensis
455	Legionella jamestowniensis Brenner et al. 1985
455	NCTC 11981
455	strain JA-26-G1-E2
456	ATCC 33623
456	CCUG 16413
456	CIP 105268
456	DSM 19212
456	Legionella jordanis Cherry et al. 1982
456	Legionella jordansis
456	NCTC 11533
456	strain BL 540
456	strain BL-540
458	ATCC 35304
458	CCUG 29671
458	CIP 103848
458	DSM 11884
458	JCM 7565
458	Legionella rubrilucens Brenner et al. 1985
458	NCTC 11987
458	strain WA-270A-C2
460	ATCC 35302
460	CCUG 29674
460	CCUG 56441
460	CIP 103851
460	DSM 23076
460	JCM 7558
460	Legionella steigerwaltii Brenner et al. 1985
460	NCTC 11991
460	strain SC-18-C9
466	ATCC 35300
466	CCUG 31116
466	CIP 103846
466	DSM 16642
466	JCM 7566
466	Legionella maceachernii Brenner et al. 1985
466	NCTC 11982
466	strain Px-1-G-2-E2
466	Tatlockia maceachernii
2728	"Candidatus Legionella jeonii" Park et al. 2004
2728	Amoeba proteus symbiotic bacterium
2728	Candidatus Legionella jeonii
2728	X bacterium
2728	X-Bacteria
2728	X-bacterium
28082	ATCC 35292
28082	ATCC:35292D-5
28082	CCUG 29665
28082	CIP 103870
28082	DSM 17627
28082	JCM 7573
28082	Legionella anisa Gorman et al. 1985
28082	NCTC 11974
28082	strain WA-316-C3
28083	ATCC 43702
28083	CCUG 31233
28083	CCUG 31233 A
28083	CIP 103871
28083	DSM 19232
28083	JCM 7559
28083	Legionella birminghamensis Wilkinson et al. 1988
28083	Legionella birminghamiensis
28083	NCTC 12437
28083	strain 1407-AL-H
28084	ATCC 35252
28084	CCUG 29666
28084	CIP 103842
28084	DSM 19213
28084	Legionella cherrii Brenner et al. 1985
28084	Legionella cherryi
28084	NCTC 11976
28084	strain ORW
28085	ATCC 43753
28085	CCUG 31230 A
28085	CIP 103875
28085	DSM 19233
28085	Legionella cicinatiensis
28085	Legionella cincinatiensis
28085	Legionella cincinnatiensis Thacker et al. 1989
28085	NCTC 12438
28085	strain 72-OH-H
28087	ATCC 35248
28087	CCUG 29672
28087	CIP 103885
28087	DSM 19231
28087	Legionella sainthelensi Campbell et al. 1984
28087	NCTC 11988
28087	strain MSH-4
28087	strain Mt. St. Helens 4
28088	ATCC 33877
28088	CCUG 16415
28088	CIP 103886
28088	DSM 21896
28088	Legionella wadsworthii Edelstein et al. 1983
28088	NCTC 11532
28088	strain Wadsworth 81-716A
29422	ATCC 43878
29422	CCUG 31114
29422	CIP 103874
29422	DSM 19236
29422	Legionella brunensis Wilkinson et al. 1989
